Region,Profit,City
Central,-121.2705,1
Central,-120.513,1
Central,-120.372,1
Central,-119.2312,1
Central,-119.1918,1
Central,-118.1295,1
Central,-117.882,1
Central,-114.0174,1
Central,-113.282,1
Central,-110.0232,2
Central,-108.8304,1
Central,-107.958,1
Central,-105.69,1
Central,-99.2664,1
Central,-99.1032,1
Central,-97.72,1
Central,-97.4988,1
Central,-97.2312,1
Central,-96.4704,1
Central,-96.1146,1
Central,-95.67,1
Central,-95.2476,1
Central,-93.99,1
Central,-93.4724,1
Central,-92.7996,1
Central,-91.7586,1
Central,-90.774,1
Central,-90.3762,1
Central,-90.2484,1
Central,-88.784,1
Central,-87.6672,1
Central,-87.3418,1
Central,-87.1488,1
Central,-85.2384,1
Central,-84.9615,1
Central,-84.448,1
Central,-84.2928,2
Central,-82.884,1
Central,-81.3065,1
Central,-80.48,1
Central,-79.908,1
Central,-79.3352,1
Central,-77.625,1
Central,-77.4732,1
Central,-77.333,2
Central,-76.0116,1
Central,-75.8448,1
Central,-75.192,1
Central,-74.9526,1
Central,-74.7456,1
Central,-71.8905,1
Central,-71.8116,2
Central,-71.2962,1
Central,-70.9605,1
Central,-70.49,1
Central,-70.1043,1
Central,-69.4722,1
Central,-69.3952,1
Central,-69.312,1
Central,-68.1856,2
Central,-68.1302,1
Central,-67.6704,1
Central,-67.617,1
Central,-67.5435,1
Central,-67.272,1
Central,-67.137,1
Central,-66.801,1
Central,-66.5088,1
Central,-66.3916,1
Central,-66.062,1
Central,-65.853,1
Central,-65.568,1
Central,-64.7748,1
Central,-62.3792,1
Central,-61.872,1
Central,-59.373,1
Central,-58.6347,1
Central,-58.3056,1
Central,-57.951,1
Central,-56.996,2
Central,-56.343,1
Central,-56.0592,1
Central,-55.256,1
Central,-54.5958,1
Central,-54.5496,1
Central,-53.7096,1
Central,-53.7088,1
Central,-53.2704,1
Central,-53.072,1
Central,-53.0088,1
Central,-52.9584,1
Central,-52.8908,1
Central,-52.8336,1
Central,-52.632,1
Central,-52.4544,1
Central,-52.3392,1
Central,-52.196,1
Central,-52.17,1
Central,-51.296,1
Central,-50.6688,1
Central,-50.098,1
Central,-49.92,1
Central,-49.5516,1
Central,-48.9549,2
Central,-47.8716,1
Central,-47.2542,1
Central,-47.175,1
Central,-46.9952,1
Central,-46.9764,1
Central,-46.716,1
Central,-46.3998,1
Central,-46.3946,1
Central,-45.84,1
Central,-45.294,1
Central,-44.2782,2
Central,-44.235,1
Central,-44.1552,1
Central,-43.9056,1
Central,-43.848,1
Central,-43.0296,1
Central,-42.6528,1
Central,-42.4926,1
Central,-42.4638,1
Central,-42.1096,1
Central,-41.262,1
Central,-40.6504,1
Central,-40.0036,1
Central,-39.804,1
Central,-39.637,1
Central,-39.5118,1
Central,-39.1248,1
Central,-38.8212,2
Central,-38.2158,1
Central,-38.1114,1
Central,-36.6744,1
Central,-36.2352,1
Central,-36.1764,1
Central,-36.1176,1
Central,-35.9058,1
Central,-35.8176,1
Central,-35.5136,1
Central,-35.178,1
Central,-34.9536,1
Central,-34.758,1
Central,-34.392,1
Central,-33.804,1
Central,-33.6414,1
Central,-33.3582,1
Central,-33.32,1
Central,-33.139,1
Central,-32.985,1
Central,-32.784,1
Central,-32.6646,1
Central,-32.6366,1
Central,-32.5226,1
Central,-32.48,1
Central,-32.3388,1
Central,-32.32,1
Central,-32.088,1
Central,-31.8612,1
Central,-31.536,1
Central,-31.3722,1
Central,-31.332,1
Central,-31.0335,1
Central,-31.008,1
Central,-30.8672,1
Central,-30.588,1
Central,-30.555,1
Central,-30.294,1
Central,-30.098,1
Central,-29.512,1
Central,-29.3436,1
Central,-29.2776,1
Central,-29.2524,2
Central,-29.0073,1
Central,-28.8678,1
Central,-28.6862,1
Central,-27.792,1
Central,-27.2922,1
Central,-27.2646,1
Central,-27.1296,1
Central,-26.946,1
Central,-26.8544,1
Central,-26.7558,1
Central,-26.7204,1
Central,-26.6352,1
Central,-26.2272,1
Central,-26.1696,1
Central,-26.085,1
Central,-25.9136,1
Central,-25.648,1
Central,-25.4772,1
Central,-25.3764,1
Central,-25.2185,1
Central,-25.109,1
Central,-24.9984,1
Central,-24.858,1
Central,-24.843,1
Central,-24.803,1
Central,-24.7716,1
Central,-24.7086,1
Central,-24.496,1
Central,-24.398,1
Central,-24.189,1
Central,-23.976,1
Central,-23.892,1
Central,-23.7822,1
Central,-23.548,1
Central,-22.948,1
Central,-22.8956,1
Central,-22.6842,1
Central,-22.6716,1
Central,-22.62,1
Central,-22.512,1
Central,-22.2388,1
Central,-22.144,1
Central,-22.0416,1
Central,-21.808,1
Central,-21.681,1
Central,-21.3264,1
Central,-21.168,1
Central,-20.7306,1
Central,-20.6176,1
Central,-20.5623,1
Central,-20.4352,1
Central,-20.3322,1
Central,-20.245,1
Central,-20.1663,1
Central,-20.1408,1
Central,-19.8744,1
Central,-19.864,1
Central,-19.8144,1
Central,-19.7712,1
Central,-19.7372,1
Central,-19.602,1
Central,-19.5624,1
Central,-19.47,1
Central,-19.2588,1
Central,-19.168,1
Central,-19.0656,1
Central,-18.8728,2
Central,-18.8364,1
Central,-18.802,1
Central,-18.5562,1
Central,-18.5262,1
Central,-18.2525,2
Central,-18.222,1
Central,-18.196,1
Central,-18.186,1
Central,-18.1176,3
Central,-18.0588,1
Central,-17.9964,1
Central,-17.784,1
Central,-17.745,1
Central,-17.7072,1
Central,-17.6607,1
Central,-17.523,1
Central,-17.469,1
Central,-17.4432,1
Central,-17.2854,1
Central,-17.248,2
Central,-17.046,2
Central,-17.0274,1
Central,-16.9568,1
Central,-16.884,1
Central,-16.818,1
Central,-16.5858,1
Central,-16.5396,1
Central,-16.467,1
Central,-16.38,1
Central,-16.3644,1
Central,-16.2613,1
Central,-15.99,1
Central,-15.9268,1
Central,-15.7514,1
Central,-15.5904,1
Central,-15.5268,1
Central,-15.2225,1
Central,-15.147,1
Central,-15.1311,1
Central,-15.0876,1
Central,-14.9736,1
Central,-14.8832,1
Central,-14.8704,2
Central,-14.773,1
Central,-14.7708,1
Central,-14.7594,1
Central,-14.688,1
Central,-14.6388,1
Central,-14.5764,2
Central,-14.5656,2
Central,-14.4784,1
Central,-14.475,1
Central,-14.4588,1
Central,-14.3856,2
Central,-14.2716,1
Central,-14.229,1
Central,-14.196,1
Central,-14.1696,1
Central,-14.1372,1
Central,-13.993,1
Central,-13.93,1
Central,-13.896,2
Central,-13.8278,1
Central,-13.81,1
Central,-13.734,1
Central,-13.7175,1
Central,-13.6832,1
Central,-13.6488,1
Central,-13.6152,1
Central,-13.58,1
Central,-13.5548,1
Central,-13.4379,1
Central,-13.392,1
Central,-13.3424,1
Central,-13.32,1
Central,-13.188,1
Central,-13.1706,1
Central,-13.167,1
Central,-13.0152,1
Central,-12.9987,1
Central,-12.9792,1
Central,-12.849,1
Central,-12.8256,1
Central,-12.792,1
Central,-12.7512,1
Central,-12.5286,1
Central,-12.4146,1
Central,-12.148,1
Central,-12.117,1
Central,-12.09,1
Central,-12.0784,1
Central,-12.075,1
Central,-12.0064,1
Central,-11.7612,1
Central,-11.6622,1
Central,-11.6512,1
Central,-11.596,1
Central,-11.5938,1
Central,-11.5872,1
Central,-11.52,1
Central,-11.4648,1
Central,-11.439,2
Central,-11.322,1
Central,-11.2806,1
Central,-11.0848,1
Central,-11.0208,1
Central,-11.0005,1
Central,-10.9611,1
Central,-10.948,1
Central,-10.7973,2
Central,-10.6547,1
Central,-10.4214,1
Central,-10.4196,1
Central,-10.386,1
Central,-10.336,1
Central,-10.3124,1
Central,-10.2114,1
Central,-10.1736,4
Central,-10.15,1
Central,-10.0602,1
Central,-9.88,1
Central,-9.8115,1
Central,-9.7176,1
Central,-9.705,1
Central,-9.6565,1
Central,-9.6348,1
Central,-9.5568,1
Central,-9.555,1
Central,-9.282,1
Central,-9.1648,1
Central,-9.156,1
Central,-9.153,1
Central,-9.1335,1
Central,-9.0944,1
Central,-9.093,1
Central,-8.9964,1
Central,-8.9152,1
Central,-8.904,1
Central,-8.7232,1
Central,-8.6768,1
Central,-8.5794,3
Central,-8.5416,1
Central,-8.532,2
Central,-8.5008,1
Central,-8.4924,1
Central,-8.4728,1
Central,-8.3524,2
Central,-8.316,1
Central,-8.1822,1
Central,-8.18,1
Central,-8.1096,1
Central,-8.0775,1
Central,-8.05,1
Central,-8.029,1
Central,-7.9634,1
Central,-7.9002,1
Central,-7.833,1
Central,-7.8225,1
Central,-7.7748,1
Central,-7.764,1
Central,-7.7406,1
Central,-7.7292,1
Central,-7.7094,1
Central,-7.476,3
Central,-7.4394,1
Central,-7.4358,1
Central,-7.392,1
Central,-7.3015,1
Central,-7.1991,1
Central,-7.119,1
Central,-7.008,1
Central,-6.9965,1
Central,-6.93,1
Central,-6.9102,1
Central,-6.8992,2
Central,-6.8816,1
Central,-6.8634,2
Central,-6.8094,1
Central,-6.732,1
Central,-6.723,1
Central,-6.6278,1
Central,-6.567,1
Central,-6.5076,1
Central,-6.4232,1
Central,-6.36,1
Central,-6.3441,1
Central,-6.3018,1
Central,-6.3,1
Central,-6.286,1
Central,-6.237,4
Central,-6.21,2
Central,-6.188,1
Central,-6.089,1
Central,-6.0768,1
Central,-6.0196,2
Central,-6.0192,1
Central,-5.9409,1
Central,-5.8869,1
Central,-5.8496,1
Central,-5.8346,2
Central,-5.8248,1
Central,-5.823,1
Central,-5.7148,1
Central,-5.688,1
Central,-5.6406,1
Central,-5.487,1
Central,-5.4801,1
Central,-5.2932,1
Central,-5.264,1
Central,-5.2072,1
Central,-5.184,1
Central,-5.1396,1
Central,-5.088,1
Central,-5.0688,1
Central,-5.0094,1
Central,-4.9878,2
Central,-4.9164,1
Central,-4.908,1
Central,-4.9005,1
Central,-4.896,1
Central,-4.8609,1
Central,-4.851,1
Central,-4.8492,1
Central,-4.818,1
Central,-4.8048,1
Central,-4.7784,1
Central,-4.7685,1
Central,-4.752,1
Central,-4.7145,1
Central,-4.704,1
Central,-4.6752,1
Central,-4.5824,1
Central,-4.5396,1
Central,-4.497,1
Central,-4.4928,1
Central,-4.488,1
Central,-4.466,1
Central,-4.464,1
Central,-4.396,1
Central,-4.3584,1
Central,-4.2588,1
Central,-4.2222,1
Central,-4.2012,1
Central,-4.1136,1
Central,-4.04,1
Central,-4.0128,1
Central,-3.9624,1
Central,-3.94,1
Central,-3.9032,2
Central,-3.8208,2
Central,-3.816,1
Central,-3.7872,1
Central,-3.768,1
Central,-3.7584,1
Central,-3.7196,1
Central,-3.6576,1
Central,-3.6537,1
Central,-3.6372,1
Central,-3.6003,1
Central,-3.5712,1
Central,-3.5325,1
Central,-3.5224,1
Central,-3.462,1
Central,-3.432,1
Central,-3.4122,1
Central,-3.3792,1
Central,-3.2934,1
Central,-3.272,2
Central,-3.2436,1
Central,-3.2406,2
Central,-3.2392,1
Central,-3.168,2
Central,-3.123,1
Central,-3.0396,3
Central,-2.994,1
Central,-2.9884,1
Central,-2.974,1
Central,-2.918,1
Central,-2.88,1
Central,-2.838,1
Central,-2.8308,1
Central,-2.8272,1
Central,-2.7648,1
Central,-2.7,1
Central,-2.6982,1
Central,-2.6892,1
Central,-2.688,1
Central,-2.6784,1
Central,-2.667,1
Central,-2.6268,1
Central,-2.5872,1
Central,-2.5698,1
Central,-2.5648,1
Central,-2.5472,1
Central,-2.544,1
Central,-2.5248,1
Central,-2.3904,1
Central,-2.3748,1
Central,-2.3232,1
Central,-2.2878,1
Central,-2.22,1
Central,-2.214,1
Central,-2.1885,1
Central,-2.1792,1
Central,-2.1624,1
Central,-2.1504,1
Central,-2.1376,1
Central,-2.134,1
Central,-2.1312,1
Central,-2.07,1
Central,-2.0568,1
Central,-2.0364,1
Central,-2.0264,1
Central,-1.9744,1
Central,-1.9602,1
Central,-1.9344,2
Central,-1.8904,1
Central,-1.8848,1
Central,-1.827,1
Central,-1.744,1
Central,-1.728,1
Central,-1.6752,1
Central,-1.5936,1
Central,-1.5715,1
Central,-1.4994,1
Central,-1.4784,1
Central,-1.476,1
Central,-1.4413,1
Central,-1.428,1
Central,-1.4196,1
Central,-1.406,1
Central,-1.4016,1
Central,-1.3952,1
Central,-1.3608,1
Central,-1.3584,1
Central,-1.3376,1
Central,-1.3248,1
Central,-1.3208,1
Central,-1.2558,1
Central,-1.2178,1
Central,-1.11,1
Central,-1.0656,1
Central,-1.041,1
Central,-0.9933,1
Central,-0.9452,1
Central,-0.812,1
Central,-0.7566,2
Central,-0.6265,2
Central,-0.6008,1
Central,-0.5598,1
Central,-0.3488,1
Central,-0.2685,1
Central,-0.2098,1
Central,0.0,11
Central,0.1008,1
Central,0.1744,1
Central,0.2016,1
Central,0.2198,1
Central,0.2598,1
Central,0.2997,1
Central,0.3094,1
Central,0.3336,2
Central,0.334,1
Central,0.365,1
Central,0.372,1
Central,0.4074,1
Central,0.438,1
Central,0.4641,1
Central,0.4706,2
Central,0.5004,2
Central,0.504,1
Central,0.546,1
Central,0.5508,1
Central,0.552,1
Central,0.558,1
Central,0.559,1
Central,0.5668,2
Central,0.5904,2
Central,0.5994,1
Central,0.6156,1
Central,0.6408,1
Central,0.6516,1
Central,0.654,1
Central,0.668,1
Central,0.6696,1
Central,0.6786,1
Central,0.6912,1
Central,0.6993,2
Central,0.712,1
Central,0.7198,1
Central,0.7348,1
Central,0.7425,1
Central,0.7776,1
Central,0.7938,1
Central,0.8088,1
Central,0.8162,1
Central,0.8225,1
Central,0.8288,1
Central,0.8388,1
Central,0.8624,1
Central,0.864,1
Central,0.868,1
Central,0.8688,2
Central,0.882,1
Central,0.8856,2
Central,0.891,2
Central,0.8988,1
Central,0.8994,1
Central,0.91,1
Central,0.9512,1
Central,0.9576,1
Central,0.968,1
Central,1.0008,1
Central,1.002,2
Central,1.008,1
Central,1.0192,2
Central,1.0269,1
Central,1.0336,1
Central,1.0348,1
Central,1.062,1
Central,1.1016,1
Central,1.1466,1
Central,1.168,1
Central,1.1775,1
Central,1.1904,1
Central,1.197,1
Central,1.1996,1
Central,1.2005,1
Central,1.2006,1
Central,1.2038,1
Central,1.2348,1
Central,1.2376,1
Central,1.2432,1
Central,1.3068,1
Central,1.3316,1
Central,1.356,1
Central,1.3677,1
Central,1.375,1
Central,1.4112,1
Central,1.4406,1
Central,1.4442,1
Central,1.4456,1
Central,1.4602,1
Central,1.476,1
Central,1.5066,1
Central,1.521,2
Central,1.5426,1
Central,1.551,1
Central,1.5795,1
Central,1.5804,1
Central,1.6116,1
Central,1.6176,1
Central,1.6308,1
Central,1.64,1
Central,1.6632,1
Central,1.6704,1
Central,1.674,1
Central,1.6762,1
Central,1.6776,1
Central,1.6896,1
Central,1.7115,1
Central,1.7248,2
Central,1.728,2
Central,1.7343,1
Central,1.764,1
Central,1.7991,1
Central,1.7995,1
Central,1.8,1
Central,1.8011,1
Central,1.8144,5
Central,1.816,2
Central,1.8312,1
Central,1.8468,1
Central,1.86,1
Central,1.8612,1
Central,1.8704,1
Central,1.8792,2
Central,1.8872,1
Central,1.9024,1
Central,1.9136,1
Central,1.9926,2
Central,2.0286,1
Central,2.0358,1
Central,2.0388,1
Central,2.0394,1
Central,2.043,1
Central,2.065,1
Central,2.079,1
Central,2.1,2
Central,2.128,1
Central,2.14,3
Central,2.1476,1
Central,2.1888,1
Central,2.205,2
Central,2.2288,1
Central,2.232,1
Central,2.256,1
Central,2.2828,1
Central,2.299,2
Central,2.3077,1
Central,2.322,1
Central,2.3409,1
Central,2.3521,1
Central,2.3674,1
Central,2.3808,1
Central,2.3868,1
Central,2.394,1
Central,2.3952,1
Central,2.3968,1
Central,2.401,1
Central,2.4174,1
Central,2.4288,1
Central,2.4675,1
Central,2.478,1
Central,2.4864,1
Central,2.502,1
Central,2.5056,2
Central,2.5137,1
Central,2.528,1
Central,2.5452,1
Central,2.552,1
Central,2.5707,1
Central,2.5896,1
Central,2.592,1
Central,2.5974,1
Central,2.5984,1
Central,2.6208,1
Central,2.628,1
Central,2.64,2
Central,2.6416,1
Central,2.6568,1
Central,2.6811,1
Central,2.6814,1
Central,2.7168,1
Central,2.7192,1
Central,2.724,1
Central,2.7324,1
Central,2.7354,1
Central,2.7384,1
Central,2.772,2
Central,2.8322,1
Central,2.838,1
Central,2.8536,1
Central,2.87,1
Central,2.8764,1
Central,2.8884,1
Central,2.9145,1
Central,2.934,1
Central,2.9348,1
Central,2.9568,4
Central,2.9835,1
Central,2.9889,1
Central,2.99,1
Central,3.0016,1
Central,3.0044,1
Central,3.04,1
Central,3.052,1
Central,3.069,1
Central,3.1104,3
Central,3.1212,1
Central,3.1536,1
Central,3.1806,1
Central,3.185,1
Central,3.21,4
Central,3.2214,2
Central,3.2224,1
Central,3.2616,1
Central,3.278,1
Central,3.2872,1
Central,3.29,1
Central,3.3088,1
Central,3.3099,1
Central,3.339,1
Central,3.348,1
Central,3.3524,3
Central,3.393,1
Central,3.405,1
Central,3.4086,1
Central,3.4276,1
Central,3.4496,1
Central,3.462,1
Central,3.465,1
Central,3.4686,1
Central,3.4692,1
Central,3.4695,1
Central,3.475,2
Central,3.4827,1
Central,3.4944,1
Central,3.504,2
Central,3.5048,1
Central,3.546,1
Central,3.5529,1
Central,3.5623,1
Central,3.5712,1
Central,3.5742,1
Central,3.5952,1
Central,3.6,1
Central,3.614,2
Central,3.6288,16
Central,3.6296,1
Central,3.666,1
Central,3.668,1
Central,3.6784,1
Central,3.6796,1
Central,3.7128,1
Central,3.7224,2
Central,3.7376,1
Central,3.7408,3
Central,3.7436,1
Central,3.753,1
Central,3.7584,2
Central,3.7692,1
Central,3.7694,1
Central,3.772,1
Central,3.7752,1
Central,3.798,1
Central,3.8272,1
Central,3.852,1
Central,3.8822,2
Central,3.8844,1
Central,3.9004,1
Central,3.9072,1
Central,3.912,1
Central,3.9424,1
Central,3.945,1
Central,3.9474,1
Central,3.9592,1
Central,3.968,1
Central,3.969,1
Central,3.99,1
Central,3.9906,1
Central,4.044,1
Central,4.0542,1
Central,4.0644,1
Central,4.0768,1
Central,4.0776,1
Central,4.086,1
Central,4.1125,1
Central,4.1391,1
Central,4.1748,1
Central,4.176,2
Central,4.1916,1
Central,4.2048,1
Central,4.2408,1
Central,4.266,1
Central,4.2717,1
Central,4.293,1
Central,4.2952,1
Central,4.3524,1
Central,4.4004,1
Central,4.4312,3
Central,4.4344,1
Central,4.44,1
Central,4.4604,1
Central,4.485,1
Central,4.494,1
Central,4.4955,1
Central,4.504,2
Central,4.5201,1
Central,4.5837,1
Central,4.6176,1
Central,4.6221,1
Central,4.6344,1
Central,4.6746,1
Central,4.7067,1
Central,4.7196,1
Central,4.752,3
Central,4.756,1
Central,4.7616,1
Central,4.779,1
Central,4.8588,1
Central,4.8609,1
Central,4.872,1
Central,4.914,2
Central,4.9308,1
Central,4.9616,1
Central,4.9632,1
Central,4.9648,1
Central,4.995,1
Central,5.0064,1
Central,5.0196,1
Central,5.022,1
Central,5.0274,1
Central,5.0596,1
Central,5.07,1
Central,5.0856,1
Central,5.096,1
Central,5.1012,2
Central,5.135,1
Central,5.1552,1
Central,5.1792,2
Central,5.184,1
Central,5.193,1
Central,5.2026,1
Central,5.2125,1
Central,5.2272,1
Central,5.2528,1
Central,5.256,1
Central,5.28,1
Central,5.2877,1
Central,5.319,1
Central,5.3352,1
Central,5.346,1
Central,5.3784,1
Central,5.397,1
Central,5.4124,1
Central,5.4128,1
Central,5.4336,1
Central,5.4432,10
Central,5.4896,1
Central,5.5216,1
Central,5.544,1
Central,5.55,1
Central,5.5512,1
Central,5.5566,2
Central,5.5616,1
Central,5.5664,1
Central,5.5992,1
Central,5.6,2
Central,5.605,1
Central,5.6112,2
Central,5.6376,4
Central,5.6448,1
Central,5.652,1
Central,5.6644,2
Central,5.6784,2
Central,5.6956,2
Central,5.6994,1
Central,5.7072,1
Central,5.7365,1
Central,5.7594,1
Central,5.7624,1
Central,5.77,1
Central,5.775,1
Central,5.778,1
Central,5.8203,1
Central,5.8233,1
Central,5.8604,1
Central,5.8696,1
Central,5.8708,1
Central,5.8744,1
Central,5.8751,1
Central,5.8887,1
Central,5.998,1
Central,5.9988,1
Central,5.999,1
Central,6.0025,1
Central,6.0288,1
Central,6.0416,2
Central,6.066,1
Central,6.123,1
Central,6.1308,1
Central,6.1488,1
Central,6.1572,2
Central,6.1704,1
Central,6.1792,2
Central,6.1992,1
Central,6.206,1
Central,6.2064,1
Central,6.2208,6
Central,6.2244,1
Central,6.2376,1
Central,6.255,1
Central,6.2664,1
Central,6.2995,1
Central,6.3296,1
Central,6.36,1
Central,6.3684,1
Central,6.42,1
Central,6.4308,1
Central,6.4428,1
Central,6.465,1
Central,6.47,1
Central,6.5,1
Central,6.5058,1
Central,6.512,1
Central,6.552,1
Central,6.5538,1
Central,6.5808,1
Central,6.6,1
Central,6.63,1
Central,6.6312,2
Central,6.6976,1
Central,6.7048,1
Central,6.715,1
Central,6.7176,1
Central,6.7188,1
Central,6.7482,1
Central,6.7536,1
Central,6.756,1
Central,6.768,1
Central,6.7966,1
Central,6.812,1
Central,6.8136,1
Central,6.858,1
Central,6.8714,2
Central,6.8724,2
Central,6.8768,2
Central,6.8982,1
Central,6.9088,1
Central,6.9368,1
Central,6.9795,1
Central,6.9986,1
Central,7.0048,1
Central,7.0173,1
Central,7.0218,2
Central,7.056,2
Central,7.0659,1
Central,7.095,1
Central,7.128,1
Central,7.1586,1
Central,7.1928,1
Central,7.254,1
Central,7.2576,5
Central,7.264,1
Central,7.3206,1
Central,7.4,1
Central,7.4592,1
Central,7.4655,1
Central,7.476,1
Central,7.4824,1
Central,7.4872,3
Central,7.5284,1
Central,7.5371,1
Central,7.5528,1
Central,7.584,1
Central,7.6154,1
Central,7.68,1
Central,7.6968,1
Central,7.6986,1
Central,7.7679,1
Central,7.776,1
Central,7.7832,1
Central,7.79,1
Central,7.8735,1
Central,7.89,1
Central,7.92,1
Central,7.9212,1
Central,7.9378,1
Central,7.98,2
Central,7.9896,1
Central,7.996,1
Central,8.0178,1
Central,8.0712,1
Central,8.0946,1
Central,8.2062,1
Central,8.2156,1
Central,8.2688,1
Central,8.2848,1
Central,8.2944,1
Central,8.2992,1
Central,8.304,1
Central,8.3328,1
Central,8.381,1
Central,8.388,1
Central,8.3958,1
Central,8.4096,1
Central,8.4528,1
Central,8.4564,1
Central,8.4656,1
Central,8.4784,1
Central,8.4966,2
Central,8.499,1
Central,8.526,1
Central,8.532,1
Central,8.5728,1
Central,8.5845,1
Central,8.6436,1
Central,8.662,1
Central,8.6744,1
Central,8.69,2
Central,8.694,1
Central,8.7048,1
Central,8.7138,1
Central,8.714,1
Central,8.7384,1
Central,8.763,1
Central,8.7906,1
Central,8.799,1
Central,8.8088,1
Central,8.88,2
Central,8.93,1
Central,8.9535,1
Central,8.991,1
Central,8.9985,1
Central,8.9994,1
Central,9.0055,1
Central,9.072,4
Central,9.0912,1
Central,9.116,1
Central,9.12,1
Central,9.14,1
Central,9.1581,1
Central,9.1674,1
Central,9.198,1
Central,9.2322,1
Central,9.3312,1
Central,9.3444,1
Central,9.352,2
Central,9.3624,1
Central,9.396,2
Central,9.4392,1
Central,9.5081,1
Central,9.5088,1
Central,9.5256,1
Central,9.54,1
Central,9.5688,1
Central,9.5992,1
Central,9.63,1
Central,9.68,1
Central,9.6914,1
Central,9.7164,1
Central,9.7328,1
Central,9.744,1
Central,9.75,1
Central,9.816,1
Central,9.8658,2
Central,9.8685,1
Central,9.8784,2
Central,9.8856,1
Central,9.8901,1
Central,9.912,1
Central,9.9468,1
Central,9.9522,1
Central,9.9882,1
Central,10.0116,1
Central,10.048,1
Central,10.0744,1
Central,10.0878,1
Central,10.224,1
Central,10.3408,1
Central,10.3488,1
Central,10.35,1
Central,10.3936,1
Central,10.3974,1
Central,10.465,1
Central,10.512,2
Central,10.5504,1
Central,10.56,1
Central,10.5728,1
Central,10.584,1
Central,10.6288,1
Central,10.7424,1
Central,10.744,1
Central,10.7849,1
Central,10.7996,1
Central,10.8558,1
Central,10.881,3
Central,10.8864,1
Central,10.906,1
Central,10.9193,1
Central,10.9584,1
Central,11.076,2
Central,11.086,1
Central,11.1564,1
Central,11.1825,1
Central,11.1944,1
Central,11.198,1
Central,11.2752,1
Central,11.3148,1
Central,11.36,1
Central,11.4516,1
Central,11.452,1
Central,11.5136,1
Central,11.5536,1
Central,11.5752,1
Central,11.592,2
Central,11.6795,1
Central,11.703,1
Central,11.7208,1
Central,11.732,1
Central,11.7334,1
Central,11.7782,1
Central,11.8248,1
Central,11.8768,1
Central,11.88,1
Central,11.895,1
Central,11.9586,1
Central,11.996,1
Central,11.9988,1
Central,12.0252,1
Central,12.1348,1
Central,12.1728,1
Central,12.1758,1
Central,12.3144,1
Central,12.3234,1
Central,12.358,1
Central,12.376,1
Central,12.4416,4
Central,12.492,1
Central,12.504,1
Central,12.5118,1
Central,12.549,1
Central,12.5928,1
Central,12.6592,1
Central,12.672,1
Central,12.691,2
Central,12.7008,5
Central,12.7368,1
Central,12.8568,1
Central,12.8744,1
Central,12.96,1
Central,12.9792,1
Central,12.9978,1
Central,13.0548,1
Central,13.064,1
Central,13.2,1
Central,13.2293,1
Central,13.2352,1
Central,13.2522,1
Central,13.2986,1
Central,13.3008,1
Central,13.3056,1
Central,13.3176,2
Central,13.32,1
Central,13.3476,1
Central,13.348,1
Central,13.365,1
Central,13.4386,2
Central,13.4512,1
Central,13.5324,1
Central,13.572,2
Central,13.7808,1
Central,13.8267,1
Central,13.8572,1
Central,13.8579,2
Central,13.9328,1
Central,13.9672,1
Central,13.9972,1
Central,14.148,1
Central,14.17,1
Central,14.2272,1
Central,14.256,1
Central,14.2688,1
Central,14.3075,2
Central,14.3952,2
Central,14.425,1
Central,14.4354,1
Central,14.4648,2
Central,14.5152,2
Central,14.5236,1
Central,14.5584,1
