City,Profit,Ship Mode
Aurora,90.6444,1
Aurora,250.396,1
Charlotte,-944.9946,1
Charlotte,-292.1,1
Charlotte,-149.6307,1
Charlotte,-67.851,1
Charlotte,-52.5481,1
Charlotte,-47.2542,1
Charlotte,-36.1116,1
Charlotte,-34.758,1
Charlotte,-33.636,1
Charlotte,-28.6272,1
Charlotte,-20.4468,1
Charlotte,-20.0904,1
Charlotte,-17.5651,1
Charlotte,-12.628,1
Charlotte,-12.432,1
Charlotte,0.7392,1
Charlotte,0.8988,1
Charlotte,1.0738,1
Charlotte,1.41,1
Charlotte,1.4256,1
Charlotte,1.764,1
Charlotte,2.0994,1
Charlotte,3.4048,1
Charlotte,3.596,1
Charlotte,3.9592,1
Charlotte,4.2717,1
Charlotte,4.9878,1
Charlotte,5.9175,1
Charlotte,5.9211,1
Charlotte,7.5762,1
Charlotte,10.2245,1
Charlotte,11.325,1
Charlotte,12.1352,1
Charlotte,15.147,1
Charlotte,15.5376,1
Charlotte,16.6788,1
Charlotte,16.9975,1
Charlotte,17.6016,1
Charlotte,26.4285,1
Charlotte,29.364,1
Charlotte,30.4682,1
Charlotte,34.8138,1
Charlotte,39.689,1
Charlotte,65.3256,1
Charlotte,67.256,1
Charlotte,70.5564,1
Charlotte,76.704,1
Charlotte,93.884,1
Charlotte,107.79,1
Charlotte,110.1195,1
Charlotte,119.996,1
Charlotte,303.804,1
Chicago,-2929.4845,1
Chicago,-1143.891,1
Chicago,-566.5625,1
Chicago,-470.548,1
Chicago,-393.602,1
Chicago,-356.728,1
Chicago,-269.3376,1
Chicago,-225.5568,1
Chicago,-197.5752,1
Chicago,-194.824,1
Chicago,-178.8468,1
Chicago,-172.557,1
Chicago,-166.32,1
Chicago,-146.16,1
Chicago,-131.445,1
Chicago,-131.12,1
Chicago,-126.8592,1
Chicago,-120.513,1
Chicago,-120.372,1
Chicago,-117.882,1
Chicago,-108.8304,1
Chicago,-99.2664,1
Chicago,-87.3418,1
Chicago,-82.884,1
Chicago,-75.8448,1
Chicago,-75.192,1
Chicago,-71.8905,1
Chicago,-71.8116,1
Chicago,-71.2962,1
Chicago,-70.49,1
Chicago,-68.1856,1
Chicago,-67.5435,1
Chicago,-67.272,1
Chicago,-62.3792,1
Chicago,-61.872,1
Chicago,-56.996,1
Chicago,-54.5958,1
Chicago,-53.0088,1
Chicago,-52.17,1
Chicago,-50.6688,1
Chicago,-48.9549,1
Chicago,-44.235,1
Chicago,-43.9056,1
Chicago,-43.848,1
Chicago,-42.4926,1
Chicago,-42.4638,1
Chicago,-39.1248,1
Chicago,-38.1114,1
Chicago,-36.6744,1
Chicago,-36.1764,1
Chicago,-33.3582,1
Chicago,-31.536,1
Chicago,-31.332,1
Chicago,-30.555,1
Chicago,-29.3436,1
Chicago,-29.0073,1
Chicago,-26.085,1
Chicago,-25.648,1
Chicago,-25.4772,1
Chicago,-24.496,1
Chicago,-24.189,1
Chicago,-23.892,1
Chicago,-23.548,1
Chicago,-22.8956,1
Chicago,-22.62,1
Chicago,-20.6176,1
Chicago,-19.5624,1
Chicago,-19.47,1
Chicago,-18.2525,1
Chicago,-18.196,1
Chicago,-18.1176,1
Chicago,-17.046,1
Chicago,-16.818,1
Chicago,-15.5268,1
Chicago,-15.2225,1
Chicago,-15.0876,1
Chicago,-14.9736,1
Chicago,-14.8704,1
Chicago,-14.773,1
Chicago,-14.7594,1
Chicago,-14.5656,1
Chicago,-14.3856,1
Chicago,-14.1372,1
Chicago,-13.896,1
Chicago,-13.8278,1
Chicago,-12.792,1
Chicago,-12.7512,1
Chicago,-12.148,1
Chicago,-12.117,1
Chicago,-11.7612,1
Chicago,-10.7973,1
Chicago,-10.3124,1
Chicago,-10.1736,2
Chicago,-8.9964,1
Chicago,-8.904,1
Chicago,-8.6768,1
Chicago,-8.532,1
Chicago,-8.4924,1
Chicago,-8.3524,2
Chicago,-8.0775,1
Chicago,-8.05,1
Chicago,-7.9634,1
Chicago,-7.9002,1
Chicago,-7.7406,1
Chicago,-7.476,1
Chicago,-7.4358,1
Chicago,-7.3015,1
Chicago,-7.119,1
Chicago,-7.008,1
Chicago,-6.8634,1
Chicago,-6.3441,1
Chicago,-6.3018,1
Chicago,-6.237,2
Chicago,-6.188,1
Chicago,-6.0196,1
Chicago,-5.8869,1
Chicago,-5.7148,1
Chicago,-5.4801,1
Chicago,-5.2932,1
Chicago,-5.1396,1
Chicago,-5.0094,1
Chicago,-4.8609,1
Chicago,-4.8492,1
Chicago,-4.7685,1
Chicago,-4.752,1
Chicago,-4.6752,1
Chicago,-4.04,1
Chicago,-3.9032,1
Chicago,-3.6003,1
Chicago,-3.3792,1
Chicago,-3.272,1
Chicago,-3.2436,1
Chicago,-3.168,1
Chicago,-3.0396,2
Chicago,-2.9884,1
Chicago,-2.88,1
Chicago,-2.8308,1
Chicago,-2.7648,1
Chicago,-2.6982,1
Chicago,-2.6268,1
Chicago,-2.5648,1
Chicago,-2.1885,1
Chicago,-2.134,1
Chicago,-2.0568,1
Chicago,-1.8848,1
Chicago,-1.744,1
Chicago,-1.6752,1
Chicago,-1.428,1
Chicago,-1.3376,1
Chicago,-1.3208,1
Chicago,-0.9933,1
Chicago,0.0,2
Chicago,0.3094,1
Chicago,0.4641,1
Chicago,0.4706,1
Chicago,0.6408,1
Chicago,0.668,1
Chicago,0.6912,1
Chicago,0.7425,1
Chicago,0.864,1
Chicago,0.8856,1
Chicago,1.002,1
Chicago,1.197,1
Chicago,1.1996,1
Chicago,1.2038,1
Chicago,1.2376,1
Chicago,1.5066,1
Chicago,1.5426,1
Chicago,1.551,1
Chicago,1.6116,1
Chicago,1.6176,1
Chicago,1.64,1
Chicago,1.8144,2
Chicago,1.8312,1
Chicago,1.86,1
Chicago,1.9926,1
Chicago,2.0388,1
Chicago,2.0394,1
Chicago,2.065,1
Chicago,2.1,1
Chicago,2.1888,1
Chicago,2.205,2
Chicago,2.3868,1
Chicago,2.4675,1
Chicago,2.4864,1
Chicago,2.502,1
Chicago,2.5137,1
Chicago,2.64,1
Chicago,2.7384,1
Chicago,2.934,1
Chicago,2.9568,1
Chicago,2.9835,1
Chicago,3.069,1
Chicago,3.1212,1
Chicago,3.1806,1
Chicago,3.2214,1
Chicago,3.2224,1
Chicago,3.278,1
Chicago,3.29,1
Chicago,3.339,1
Chicago,3.3524,1
Chicago,3.405,1
Chicago,3.465,1
Chicago,3.475,2
Chicago,3.546,1
Chicago,3.7128,1
Chicago,3.7408,1
Chicago,3.8844,1
Chicago,4.044,1
Chicago,4.1391,1
Chicago,4.176,2
Chicago,4.6176,1
Chicago,4.7196,1
Chicago,4.779,1
Chicago,4.914,1
Chicago,4.9616,1
Chicago,4.995,1
Chicago,5.1012,1
Chicago,5.4432,1
Chicago,5.55,1
Chicago,5.6,2
Chicago,5.6376,1
Chicago,5.6784,1
Chicago,5.998,1
Chicago,5.999,1
Chicago,6.0416,1
Chicago,6.42,1
Chicago,6.552,1
Chicago,6.9368,1
Chicago,7.2576,1
Chicago,7.6968,1
Chicago,7.92,1
Chicago,7.9378,1
Chicago,8.381,1
Chicago,8.526,1
Chicago,8.714,1
Chicago,8.8088,1
Chicago,8.9994,1
Chicago,9.352,1
Chicago,9.396,1
Chicago,9.54,1
Chicago,9.8685,1
Chicago,9.912,1
Chicago,10.9193,1
Chicago,11.1944,1
Chicago,11.36,1
Chicago,11.9988,1
Chicago,12.9978,1
Chicago,13.4512,1
Chicago,13.572,1
Chicago,13.9972,1
Chicago,14.3075,1
Chicago,15.642,1
Chicago,15.9348,1
Chicago,16.6788,2
Chicago,16.704,1
Chicago,17.8152,1
Chicago,17.8794,1
Chicago,19.1376,1
Chicago,19.5,1
Chicago,19.755,1
Chicago,20.2485,1
Chicago,20.5764,1
Chicago,20.844,1
Chicago,21.42,1
Chicago,22.4808,1
Chicago,22.6184,1
Chicago,23.7742,1
Chicago,26.4654,1
Chicago,26.9973,1
Chicago,28.497,1
Chicago,28.7196,1
Chicago,28.7952,1
Chicago,31.5825,1
Chicago,32.6628,1
Chicago,35.9976,1
Chicago,36.4473,1
Chicago,38.1576,1
Chicago,38.456,1
Chicago,43.1991,1
Chicago,44.9616,1
Chicago,49.4376,1
Chicago,51.1936,1
Chicago,51.8312,1
Chicago,52.8228,1
Chicago,53.7544,1
Chicago,53.9946,1
Chicago,54.215,1
Chicago,56.6916,1
Chicago,60.9552,1
Chicago,71.9928,1
Chicago,76.6395,1
Chicago,97.3026,1
Chicago,100.685,1
Chicago,113.6394,1
Chicago,125.198,1
Chicago,134.9955,1
Chicago,146.79,1
Chicago,148.4946,1
Chicago,156.047,1
Chicago,335.9944,1
Chicago,341.994,1
Chicago,874.9875,1
Columbia,-968.8833,1
Columbia,-28.2744,1
Columbia,-14.592,1
Columbia,-11.19,1
Columbia,-3.231,1
Columbia,-1.9872,1
Columbia,-0.8392,1
Columbia,2.592,1
Columbia,2.5984,1
Columbia,3.1654,1
Columbia,3.2616,1
Columbia,3.8073,1
Columbia,4.2408,1
Columbia,4.3296,1
Columbia,4.4004,1
Columbia,4.4344,2
Columbia,4.794,1
Columbia,5.256,1
Columbia,5.58,1
Columbia,6.2208,1
Columbia,6.396,1
Columbia,6.532,1
Columbia,6.862,1
Columbia,6.8724,1
Columbia,8.5544,1
Columbia,9.072,1
Columbia,9.3228,1
Columbia,10.5504,1
Columbia,11.086,1
Columbia,11.2236,1
Columbia,11.5752,1
Columbia,11.7208,1
Columbia,12.4416,1
Columbia,13.846,1
Columbia,15.2225,1
Columbia,16.1602,1
Columbia,17.745,1
Columbia,17.7568,1
Columbia,18.2352,1
Columbia,18.4534,1
Columbia,22.3734,1
Columbia,22.6476,1
Columbia,24.0688,1
Columbia,24.393,1
Columbia,24.8832,1
Columbia,26.3912,1
Columbia,28.0032,1
Columbia,28.8576,1
Columbia,31.2528,1
Columbia,32.9817,1
Columbia,33.2156,1
Columbia,36.294,1
Columbia,40.4012,1
Columbia,43.736,1
Columbia,43.8408,1
Columbia,50.9082,1
Columbia,53.2704,1
Columbia,57.3212,1
Columbia,58.38,1
Columbia,59.373,1
Columbia,60.2553,1
Columbia,62.1376,1
Columbia,74.574,1
Columbia,81.921,1
Columbia,87.18,1
Columbia,87.7443,1
Columbia,89.955,1
Columbia,133.152,1
Columbia,157.8702,1
Columbia,163.787,1
Columbia,176.386,1
Columbia,220.4853,1
Columbia,252.59,1
Columbia,297.6435,1
Columbia,355.4466,1
Columbia,373.779,1
Columbia,422.51,1
Columbia,473.6106,1
Columbia,751.7601,1
Columbia,1270.99,1
Columbus,-377.9892,1
Columbus,-209.994,1
Columbus,-199.617,1
Columbus,-147.8655,1
Columbus,-137.529,1
Columbus,-86.0586,1
Columbus,-81.7258,1
Columbus,-71.3958,1
Columbus,-58.8616,1
Columbus,-58.1332,1
Columbus,-51.984,1
Columbus,-48.7032,1
Columbus,-47.0304,1
Columbus,-44.985,1
Columbus,-40.4712,1
Columbus,-34.9176,1
Columbus,-26.9955,1
Columbus,-24.276,1
Columbus,-23.952,1
Columbus,-22.449,1
Columbus,-16.6848,1
Columbus,-15.6156,1
Columbus,-13.3936,1
Columbus,-13.3176,1
Columbus,-12.0588,2
Columbus,-11.994,1
Columbus,-10.054,1
Columbus,-10.0512,1
Columbus,-9.5018,1
Columbus,-9.1845,1
Columbus,-9.111,1
Columbus,-7.84,1
Columbus,-7.396,1
Columbus,-7.098,1
Columbus,-6.03,1
Columbus,-5.2416,1
Columbus,-4.5696,1
Columbus,-4.488,1
Columbus,-4.1568,1
Columbus,-4.06,1
Columbus,-4.0216,1
Columbus,-3.6892,1
Columbus,-3.5622,1
Columbus,-3.462,1
Columbus,-2.7,1
Columbus,-2.6544,1
Columbus,-2.61,1
Columbus,-2.2896,1
Columbus,-2.0568,1
Columbus,-2.0016,1
Columbus,0.1512,1
Columbus,0.3384,1
Columbus,0.3674,1
Columbus,0.564,1
Columbus,0.5998,1
Columbus,0.891,1
Columbus,1.0284,1
Columbus,1.148,1
Columbus,1.239,1
Columbus,1.3677,1
Columbus,1.4224,1
Columbus,1.6056,1
Columbus,1.652,1
Columbus,1.6784,1
Columbus,1.69,1
Columbus,1.7004,1
Columbus,1.742,1
Columbus,1.7487,1
Columbus,1.8048,1
Columbus,1.8704,1
Columbus,1.926,1
Columbus,1.9602,1
Columbus,1.9926,1
Columbus,2.132,1
Columbus,2.288,1
Columbus,2.3077,1
Columbus,2.6208,1
Columbus,2.9145,1
Columbus,3.0134,1
Columbus,3.0976,1
Columbus,3.3524,1
Columbus,3.389,1
Columbus,3.4048,1
Columbus,3.4398,1
Columbus,3.5256,1
Columbus,3.6288,1
Columbus,3.7236,1
Columbus,3.99,1
Columbus,4.086,1
Columbus,4.1988,1
Columbus,4.653,1
Columbus,4.8118,1
Columbus,4.887,1
Columbus,4.914,1
Columbus,5.3392,1
Columbus,5.5177,1
Columbus,5.544,1
Columbus,5.6784,1
Columbus,5.8812,1
Columbus,6.2208,1
Columbus,6.24,1
Columbus,6.2424,1
Columbus,6.2905,1
Columbus,6.6836,1
Columbus,6.8768,1
Columbus,6.9088,1
Columbus,6.9732,1
Columbus,7.3206,1
Columbus,7.4925,1
Columbus,7.6896,1
Columbus,7.8176,1
Columbus,7.9128,1
Columbus,7.9378,1
Columbus,7.9527,1
Columbus,8.5164,1
Columbus,8.7032,1
Columbus,8.9362,1
Columbus,9.2928,1
Columbus,9.779,1
Columbus,9.801,1
Columbus,9.936,1
Columbus,9.9992,1
Columbus,10.0725,1
Columbus,10.3473,1
Columbus,10.6288,1
Columbus,10.8966,1
Columbus,11.1776,1
Columbus,11.214,1
Columbus,11.49,1
Columbus,12.358,1
Columbus,12.4416,1
Columbus,12.7008,1
Columbus,13.0112,1
Columbus,13.2352,1
Columbus,13.2522,1
Columbus,13.428,1
Columbus,13.452,1
Columbus,14.5348,1
Columbus,15.1158,1
Columbus,15.525,2
Columbus,15.5904,1
Columbus,15.9446,1
Columbus,15.9968,1
Columbus,16.5888,1
Columbus,16.6698,1
Columbus,16.7328,1
Columbus,17.108,1
Columbus,17.505,1
Columbus,17.8066,1
Columbus,17.9592,1
Columbus,19.9686,1
Columbus,19.996,1
Columbus,20.9664,1
Columbus,23.0864,1
Columbus,23.226,1
Columbus,23.9778,1
Columbus,24.144,1
Columbus,24.196,1
Columbus,24.4608,2
Columbus,25.473,1
Columbus,26.7904,1
Columbus,28.6965,1
Columbus,29.364,1
Columbus,29.692,1
Columbus,29.95,1
Columbus,30.445,1
Columbus,31.5372,1
Columbus,31.6,1
Columbus,34.182,1
Columbus,34.2925,1
Columbus,35.0244,1
Columbus,35.04,1
Columbus,35.6613,1
Columbus,35.6636,1
Columbus,40.7499,1
Columbus,41.952,1
Columbus,43.9956,1
Columbus,44.0316,1
Columbus,45.3222,1
Columbus,46.1184,1
Columbus,46.8996,1
Columbus,54.3966,1
Columbus,56.511,1
Columbus,57.6,1
Columbus,67.941,1
Columbus,70.006,1
Columbus,72.8088,1
Columbus,74.213,1
Columbus,77.7519,2
Columbus,81.1734,1
Columbus,81.432,1
Columbus,84.9436,1
Columbus,87.7578,1
Columbus,88.725,1
Columbus,95.4612,1
Columbus,107.4785,1
Columbus,109.998,1
Columbus,114.9385,1
Columbus,119.4742,1
Columbus,120.9416,1
Columbus,125.1432,1
Columbus,129.6,1
Columbus,146.79,1
Columbus,148.845,1
Columbus,150.984,1
Columbus,152.118,1
Columbus,156.751,1
Columbus,158.7519,1
Columbus,168.4384,1
Columbus,190.08,1
Columbus,191.9968,1
Columbus,224.073,1
Columbus,290.3016,1
Columbus,297.69,1
Columbus,378.1674,1
Columbus,394.212,1
Columbus,411.7365,1
Columbus,764.3818,1
Dallas,-1141.47,1
Dallas,-437.5404,1
Dallas,-348.6294,1
Dallas,-178.9668,1
Dallas,-173.3472,1
Dallas,-140.196,1
Dallas,-121.58,1
Dallas,-105.69,1
Dallas,-96.4704,1
Dallas,-95.2476,1
Dallas,-93.99,1
Dallas,-84.9615,1
Dallas,-80.48,1
Dallas,-70.9605,1
Dallas,-68.1302,1
Dallas,-65.568,1
Dallas,-59.373,1
Dallas,-54.5496,1
Dallas,-52.8908,1
Dallas,-52.632,1
Dallas,-45.84,1
Dallas,-39.5118,1
Dallas,-33.804,1
Dallas,-33.139,1
Dallas,-32.6366,1
Dallas,-31.0335,1
Dallas,-27.2646,1
Dallas,-25.109,1
Dallas,-21.681,1
Dallas,-20.1663,1
Dallas,-19.864,1
Dallas,-19.0656,1
Dallas,-17.784,1
Dallas,-17.7072,1
Dallas,-17.6607,1
Dallas,-16.5396,1
Dallas,-16.2613,1
Dallas,-15.5904,1
Dallas,-14.229,1
Dallas,-14.1696,1
Dallas,-13.93,1
Dallas,-13.4379,1
Dallas,-12.9792,1
Dallas,-12.0064,1
Dallas,-11.4648,1
Dallas,-11.439,1
Dallas,-11.0208,1
Dallas,-10.948,1
Dallas,-10.4214,1
Dallas,-10.1736,1
Dallas,-9.5568,1
Dallas,-9.156,1
Dallas,-8.5008,1
Dallas,-7.4394,1
Dallas,-6.93,1
Dallas,-6.0196,1
Dallas,-5.0688,1
Dallas,-4.896,1
Dallas,-4.2588,1
Dallas,-3.768,1
Dallas,-3.2406,1
Dallas,-3.0396,1
Dallas,-2.838,1
Dallas,-2.3748,1
Dallas,-2.1792,1
Dallas,-1.827,1
Dallas,-1.728,1
Dallas,-1.4994,1
Dallas,-1.3952,1
Dallas,-1.2558,1
Dallas,-0.812,1
Dallas,-0.6265,1
Dallas,-0.5598,1
Dallas,0.3336,1
Dallas,0.372,1
Dallas,0.5508,1
Dallas,0.5904,1
Dallas,0.7938,1
Dallas,0.8388,1
Dallas,0.8688,2
Dallas,1.1466,1
Dallas,1.4442,1
Dallas,1.5795,1
Dallas,1.674,1
Dallas,1.6762,1
Dallas,1.7248,2
Dallas,1.7991,1
Dallas,1.816,1
Dallas,1.8704,1
Dallas,1.8792,1
Dallas,2.079,1
Dallas,2.14,1
Dallas,2.3808,1
Dallas,2.64,1
Dallas,3.21,1
Dallas,3.3099,1
Dallas,3.3524,1
Dallas,3.6288,1
Dallas,3.6296,1
Dallas,3.668,1
Dallas,3.7584,1
Dallas,4.0644,1
Dallas,4.4312,1
Dallas,4.485,1
Dallas,4.504,1
Dallas,4.7616,1
Dallas,5.0274,1
Dallas,5.4432,2
Dallas,5.544,1
Dallas,5.5616,1
Dallas,5.6376,1
Dallas,5.6956,1
Dallas,6.1572,1
Dallas,6.1792,1
Dallas,6.2064,1
Dallas,6.5,1
Dallas,6.5538,1
Dallas,8.388,1
Dallas,8.499,1
Dallas,9.744,1
Dallas,10.744,1
Dallas,11.2752,1
Dallas,12.3144,1
Dallas,12.504,1
Dallas,12.7008,1
Dallas,15.196,1
Dallas,16.7475,1
Dallas,16.7946,1
Dallas,17.352,1
Dallas,17.5344,1
Dallas,19.596,1
Dallas,19.6305,1
Dallas,19.824,1
Dallas,21.7355,1
Dallas,23.235,1
Dallas,27.7158,1
Dallas,28.6182,1
Dallas,28.7064,1
Dallas,29.364,1
Dallas,29.673,1
Dallas,30.996,1
Dallas,35.89,1
Dallas,37.0782,1
Dallas,38.5722,1
Dallas,41.5773,1
Dallas,49.3164,1
Dallas,49.3938,1
Dallas,50.4063,1
Dallas,54.057,1
Dallas,55.4364,1
Dallas,55.9986,1
Dallas,82.497,1
Dallas,84.66,1
Dallas,128.6805,1
Detroit,0.2198,1
Detroit,0.9512,1
Detroit,0.968,1
Detroit,2.043,1
Detroit,2.2828,1
Detroit,2.3521,1
Detroit,2.4288,1
Detroit,2.5056,1
Detroit,2.99,1
Detroit,3.04,1
Detroit,3.666,1
Detroit,3.9906,1
Detroit,4.752,1
Detroit,4.756,1
Detroit,5.4128,1
Detroit,5.6644,1
Detroit,6.2208,1
Detroit,6.3296,1
Detroit,6.7482,1
Detroit,6.8982,1
Detroit,7.0218,1
Detroit,7.4592,1
Detroit,8.4966,1
Detroit,9.3624,1
Detroit,10.048,1
Detroit,10.35,1
Detroit,10.584,1
Detroit,11.086,1
Detroit,11.452,1
Detroit,11.732,1
Detroit,12.376,1
Detroit,12.4416,1
Detroit,12.492,1
Detroit,12.672,1
Detroit,13.2986,1
Detroit,13.9672,1
Detroit,14.4648,2
Detroit,14.8491,1
Detroit,15.5112,1
Detroit,16.68,1
Detroit,17.6088,1
Detroit,18.28,1
Detroit,18.4604,1
Detroit,19.5238,1
Detroit,19.5858,1
Detroit,19.9746,1
Detroit,20.5755,1
Detroit,20.9274,1
Detroit,21.098,1
Detroit,22.2352,1
Detroit,23.3928,1
Detroit,23.808,1
Detroit,24.2256,1
Detroit,24.843,1
Detroit,29.1375,1
Detroit,29.1528,1
Detroit,30.0234,1
Detroit,30.5964,1
Detroit,31.4975,1
Detroit,33.3172,1
Detroit,35.0973,2
Detroit,35.6346,1
Detroit,38.4372,1
Detroit,41.952,1
Detroit,42.0256,1
Detroit,44.985,1
Detroit,46.7908,1
Detroit,48.4704,1
Detroit,50.9208,1
Detroit,51.8,1
Detroit,52.38,1
Detroit,52.532,1
Detroit,53.982,1
Detroit,57.4938,1
Detroit,58.7916,1
Detroit,61.3305,1
Detroit,63.984,1
Detroit,66.5088,1
Detroit,69.1776,1
Detroit,70.006,1
Detroit,70.4928,1
Detroit,71.162,1
Detroit,72.358,1
Detroit,74.8142,1
Detroit,74.975,1
Detroit,80.0199,1
Detroit,81.432,1
Detroit,83.9944,1
Detroit,98.5248,1
Detroit,117.1296,1
Detroit,119.2,1
Detroit,121.7601,1
Detroit,134.5302,1
Detroit,134.654,1
Detroit,135.98,1
Detroit,136.665,1
Detroit,136.939,1
Detroit,146.388,1
Detroit,150.984,1
Detroit,163.1898,1
Detroit,165.3496,1
Detroit,181.656,1
Detroit,219.9904,1
Detroit,226.9644,1
Detroit,231.4116,1
Detroit,240.8595,1
Detroit,245.7,1
Detroit,412.5394,1
Detroit,421.0824,1
Detroit,423.0085,1
Detroit,679.996,1
Detroit,700.98,1
Detroit,4946.37,1
Henderson,0.0,1
Henderson,0.3112,1
Henderson,1.4796,1
Henderson,2.0048,1
Henderson,2.0748,1
Henderson,2.6068,1
Henderson,2.61,1
Henderson,2.625,1
Henderson,3.0084,1
Henderson,4.536,1
Henderson,4.9082,1
Henderson,5.8233,1
Henderson,8.2156,1
Henderson,9.158,2
Henderson,9.499,1
Henderson,9.6,1
Henderson,9.8901,1
Henderson,10.7604,1
Henderson,11.1176,1
Henderson,11.5836,1
Henderson,12.9129,1
Henderson,14.985,1
Henderson,16.7776,1
Henderson,21.7728,1
Henderson,24.2285,1
Henderson,25.62,1
Henderson,27.8944,1
Henderson,32.346,1
Henderson,34.9888,1
Henderson,38.15,1
Henderson,41.2938,1
Henderson,41.9136,1
Henderson,44.5278,1
Henderson,45.7632,1
Henderson,49.9704,1
Henderson,70.722,1
Henderson,70.98,1
Henderson,113.6742,1
Henderson,160.1586,1
Henderson,167.808,1
Henderson,188.1404,1
Henderson,204.1092,1
Henderson,213.6888,1
Henderson,219.582,1
Henderson,274.491,1
Henderson,292.776,1
Henderson,320.3172,1
Henderson,517.4793,1
Henderson,746.4078,1
Henderson,757.4112,1
Houston,-2287.782,1
Houston,-1850.9464,1
Houston,-1480.0335,1
Houston,-766.012,1
Houston,-509.997,1
Houston,-459.6072,1
Houston,-417.0936,1
Houston,-317.1528,1
Houston,-251.9958,1
Houston,-251.1864,1
Houston,-243.16,1
Houston,-226.6368,1
Houston,-225.0976,1
Houston,-199.77,1
Houston,-179.776,1
Houston,-166.3935,1
Houston,-160.96,1
Houston,-160.2952,1
Houston,-137.976,1
Houston,-136.4895,1
Houston,-131.951,1
Houston,-125.766,1
Houston,-121.2705,1
Houston,-119.2312,1
Houston,-114.0174,1
Houston,-99.1032,1
Houston,-97.2312,1
Houston,-95.67,1
Houston,-93.4724,1
Houston,-90.3762,1
Houston,-87.6672,1
Houston,-85.2384,1
Houston,-84.448,1
Houston,-84.2928,1
Houston,-77.625,1
Houston,-77.4732,1
Houston,-77.333,2
Houston,-69.4722,1
Houston,-67.6704,1
Houston,-67.137,1
Houston,-66.5088,1
Houston,-66.3916,1
Houston,-65.853,1
Houston,-56.0592,1
Houston,-53.072,1
Houston,-52.3392,1
Houston,-51.296,1
Houston,-49.92,1
Houston,-46.9764,1
Houston,-46.716,1
Houston,-46.3998,1
Houston,-44.2782,2
Houston,-44.1552,1
Houston,-43.0296,1
Houston,-39.804,1
Houston,-38.8212,1
Houston,-36.1176,1
Houston,-35.5136,1
Houston,-35.178,1
Houston,-34.392,1
Houston,-32.985,1
Houston,-32.784,1
Houston,-32.48,1
Houston,-32.32,1
Houston,-31.008,1
Houston,-30.098,1
Houston,-29.2524,2
Houston,-28.8678,1
Houston,-26.1696,1
